,calories,parsed_ingredients
3123,220.0,"[882, 351, 274, 0, 0]"
3124,253.0,"[405, 282, 75, 42]"
3125,475.0,"[405, 388, 387, 364, 342, 247, 97, 0, 0]"
3126,560.0,"[471, 405, 395, 364, 335, 288, 281, 257, 257, 231, 182, 97, 16, 0, 0]"
3127,258.0,"[525, 395, 388, 387, 364, 352, 299, 247, 237, 231, 61, 0]"
3128,179.0,"[525, 281, 138, 21]"
3129,740.0,"[720, 405, 395, 288, 242, 236, 231, 216, 97, 21, 0]"
3130,968.0,"[720, 558, 405, 242, 76, 53, 21]"
3131,312.0,"[882, 720, 367, 276, 274, 135, 51, 40, 36, 20, 16]"
3132,1487.0,"[882, 500, 364, 274, 223, 85, 80, 67, 27, 21]"
3133,245.0,"[882, 562, 500, 500, 274, 263, 182, 167, 97, 61, 40, 36]"
3134,5828.0,"[673, 654, 625, 458, 405, 364, 322, 281, 242, 48, 29, 21, 16, 0]"
3135,116.0,"[628, 575, 562, 553, 405, 395, 388, 364, 286, 242, 97, 16, 0]"
3136,457.0,"[889, 405, 364, 322, 201, 83, 80, 0, 0]"
3137,960.0,"[720, 405, 288, 258, 257, 97, 91, 88, 13, 0, 0]"
3138,436.0,"[548, 405, 395, 364, 340, 322, 318, 304, 288, 247, 97, 0, 0]"
3139,254.0,"[882, 411, 347, 310, 276, 97, 38, 36, 21, 0]"
3140,271.0,"[884, 575, 368, 318, 310, 247, 50, 40, 0]"
3141,468.0,"[882, 575, 334, 310, 56, 40, 0]"
3142,108.0,"[882, 310, 274, 89, 61, 40, 0]"
3143,274.0,"[720, 673, 310, 261, 100, 57, 40, 17]"
3144,250.0,"[720, 315, 97, 93, 40, 16]"
3145,655.0,"[882, 654, 315, 261, 213, 181, 103, 74, 51, 40, 0]"
3146,176.0,"[882, 387, 365, 347, 282, 212, 93, 72, 25, 14]"
3147,255.0,"[882, 252, 97, 74, 72, 60, 36, 27, 18, 0]"
3148,851.0,"[720, 350, 321, 255]"
3149,459.0,"[884, 882, 405, 274, 112, 80, 67, 40]"
3150,487.0,"[882, 692, 458, 351, 335, 200, 97, 61, 50, 30, 21]"
3151,521.0,"[720, 388, 364, 352, 295, 242, 97, 72, 71, 27, 0, 0]"
3152,606.0,"[882, 318, 290, 274, 206, 97, 91, 83, 61, 61, 43, 39, 36, 18]"
3153,842.0,"[882, 692, 378, 334, 318, 212, 83, 70, 43, 0]"
3154,596.0,"[553, 333, 304, 274, 207, 60, 21]"
3155,851.0,"[882, 720, 182, 93, 82, 72, 48, 46, 27, 18, 0]"
3156,902.0,"[562, 494, 242, 206, 180, 83, 82, 72, 61, 23, 19, 0, 0]"
3157,503.0,"[911, 378, 274, 251, 235, 36, 23, 21]"
3158,742.0,"[720, 353, 295, 189, 74, 60, 30, 21, 0]"
3159,683.0,"[882, 720, 189, 97, 27, 21, 0]"
3160,472.0,"[304, 189, 85, 80, 67, 21, 21, 16, 0]"
3161,356.0,"[882, 378, 274, 116, 70, 36, 23, 23]"
3162,91.0,"[882, 486, 405, 274, 109, 23, 21, 0]"
3163,392.0,"[882, 494, 172, 41, 0]"
3164,1234.0,"[486, 458, 393, 295, 83, 72, 57, 46, 43, 42, 29, 23, 0, 0]"
3165,198.0,"[393, 378, 276, 180, 97, 48, 30, 21, 0]"
3166,881.0,"[295, 271, 219, 36, 13, 0]"
3167,136.0,"[562, 405, 364, 288, 16]"
3168,265.0,"[405, 322, 250, 242, 61]"
3169,619.0,"[720, 529, 405, 364, 322, 288, 180, 0, 0]"
3170,639.0,"[857, 691, 573, 456, 375, 261, 247, 97, 53, 0]"
3171,95.0,"[882, 625, 500, 345, 251, 21]"
3172,1082.0,"[494, 364, 352, 315, 276, 236, 213, 174, 148, 131, 83, 72, 60, 40, 16]"
3173,281.0,"[405, 387, 364, 322, 288, 278, 242, 13, 0]"
3174,504.0,"[882, 46, 21, 0]"
3175,718.0,"[882, 334, 274, 265, 251, 251, 237, 205, 203, 147, 47, 30]"
3176,140.0,"[387, 263, 225, 130]"
3177,314.0,"[405, 387, 213, 179, 46, 46, 30, 21]"
3178,1046.0,"[494, 335, 212, 204, 82, 46, 0]"
3179,212.0,"[902, 692, 352, 36, 27, 23, 21, 0]"
3180,285.0,"[882, 573, 261, 67, 47, 30, 16]"
3181,292.0,"[882, 322, 318, 295, 259, 180, 97, 23, 19, 14]"
3182,198.0,"[558, 339, 276, 265, 251, 233, 97]"
3183,289.0,"[882, 403, 180, 97, 61, 40, 0]"
3184,848.0,"[882, 720, 389, 364, 335, 297, 274, 251, 103, 97, 61, 34, 27, 0]"
3185,1106.0,"[882, 379, 351, 280, 274, 242, 22, 17]"
3186,837.0,"[884, 720, 333, 301, 203, 27, 21, 16, 14, 0]"
3187,999.0,"[882, 720, 431, 353, 337, 251, 83, 37, 0]"
3188,1712.0,"[882, 342, 297, 228, 131, 40, 27]"
3189,189.0,"[882, 720, 296, 40, 18]"
3190,407.0,"[882, 352, 318, 72, 21, 19]"
3191,202.0,"[902, 81, 34, 27, 0]"
3192,407.0,"[882, 720, 364, 278, 60, 60, 40, 23, 21, 16, 13]"
3193,475.0,"[882, 720, 116, 75, 67]"
3194,448.0,"[882, 310, 282, 276, 157, 100, 72, 57, 19]"
3195,425.0,"[882, 405, 353, 274, 210, 189, 85, 82, 80, 28, 21, 0]"
3196,149.0,"[882, 720, 274, 261, 31, 21]"
3197,405.0,"[882, 276, 274, 261, 194, 27, 25, 20, 18, 16, 0]"
3198,2561.0,"[882, 318, 282, 40]"
3199,705.0,"[882, 353, 353, 310, 274, 89, 83, 40, 36, 18]"
3200,585.0,"[902, 357, 315, 242, 40, 36, 18, 0]"
3201,2466.0,"[882, 405, 357, 333, 196, 115, 40, 27, 25, 19, 0, 0]"
3202,116.0,"[882, 720, 353, 278, 62, 42, 27, 0, 0]"
3203,350.0,"[882, 205, 67]"
3204,396.0,"[882, 720, 389, 305, 128, 27, 21, 0, 0]"
3205,529.0,"[902, 882, 562, 375, 347, 345, 276, 274, 70, 27, 25, 23, 21, 16]"
3206,101.0,"[882, 720, 411, 274, 180, 157]"
3207,646.0,"[882, 720, 329, 322, 274, 242, 180, 173, 85, 72, 46, 0, 0]"
3208,337.0,"[882, 720, 310, 295, 257, 236, 131, 97, 72, 36, 16]"
3209,275.0,"[882, 364, 131, 91, 83]"
3210,1220.0,"[882, 720, 403, 364, 296, 274, 242, 222, 163, 117, 33, 22]"
3211,144.0,"[882, 388, 274, 251, 199, 85, 29, 21, 0]"
3212,227.0,"[405, 274, 40, 19, 16, 0]"
3213,237.0,"[902, 571, 299, 274, 48, 46, 23, 23]"
3214,99.0,"[882, 147, 100, 70, 43, 0]"
3215,112.0,"[882, 720, 654, 100, 91, 40, 31, 27, 19, 0]"
3216,1495.0,"[882, 251, 247, 92, 72, 46, 36, 0]"
3217,587.0,"[882, 500, 242, 204, 89, 85, 27, 0]"
3218,148.0,"[882, 274, 111, 25, 0]"
3219,2754.0,"[882, 720, 573, 378, 376, 331, 242, 157, 111, 52, 40, 16, 0]"
3220,471.0,"[882, 720, 276, 274, 242, 148, 135, 97, 40, 36, 27, 20, 16, 0]"
3221,490.0,"[902, 720, 484, 431, 208, 201, 97, 61]"
3222,218.0,"[902, 344, 97, 43, 27, 0]"
3223,226.0,"[717, 553, 508, 375, 300, 274, 100, 93, 81, 80, 0, 0]"
3224,335.0,"[882, 720, 673, 393, 364, 364, 295, 250, 242, 97, 62, 36, 32, 30]"
3225,369.0,"[902, 882, 458, 364, 364, 322, 295, 242, 124, 111, 109, 100, 97, 72, 61, 42, 35, 30, 23, 0]"
3226,150.0,"[882, 692, 304, 72, 46, 46, 21, 20]"
3227,163.0,"[536, 387, 352, 250, 57, 0]"
3228,301.0,"[882, 364, 322, 251, 236, 196, 111, 89, 80, 40, 36, 30, 23, 21, 0]"
3229,427.0,"[364, 268, 172, 115, 111, 61, 32, 28, 27, 0]"
3230,151.0,"[882, 375, 318, 267, 242, 199, 149, 148, 111, 83, 67, 0]"
3231,109.0,"[117, 92, 40, 23]"
3232,349.0,"[525, 388, 242, 87, 61]"
3233,247.0,"[562, 413, 315, 276, 274, 242, 131, 82, 80, 36, 27, 0]"
3234,500.0,"[720, 628, 276, 180, 111, 72, 18]"
3235,326.0,"[720, 720, 500, 295, 250, 242, 111, 83, 72]"
3236,99.0,"[720, 389, 364, 315, 276, 97, 93, 93, 36, 0]"
3237,224.0,"[486, 318, 315, 276, 149, 131, 100, 76, 36, 14, 0]"
3238,786.0,"[911, 884, 882, 720, 405, 395, 304, 251, 152, 109, 75, 72, 57, 0]"
3239,219.0,"[364, 318, 157, 27, 0]"
3240,595.0,"[431, 318, 133, 97, 40]"
3241,171.0,"[411, 405, 274, 123, 100, 80, 48, 23, 23, 21, 16, 0]"
3242,278.0,"[882, 274, 100, 37, 27, 23, 0]"
3243,168.0,"[231, 57, 46, 21]"
3244,156.0,"[383, 46, 46, 42]"
3245,279.0,"[720, 115, 0]"
3246,366.0,"[882, 322, 310, 274, 111, 97, 93, 47, 46, 30, 21, 0]"
3247,3801.0,"[882, 274, 239, 196, 93, 83, 40, 31, 27, 21, 0]"
3248,2555.0,"[882, 720, 274, 88, 72, 67, 39, 27, 0]"
3249,662.0,"[720, 307, 274, 259, 251, 242, 203, 93, 82, 74, 36]"
3250,349.0,"[882, 337, 318, 274, 251, 209, 190, 172, 83, 80, 77, 72, 61, 45, 41, 40, 34, 30, 28, 16, 0, 0]"
3251,248.0,"[720, 411, 405, 364, 274, 269, 265, 209, 172, 111, 83, 40, 36, 32, 16, 0, 0]"
3252,1180.0,"[882, 405, 353, 319, 172, 83, 51, 40, 18, 0]"
3253,606.0,"[882, 692, 405, 370, 310, 242, 209, 57, 50, 40, 25, 23, 16]"
3254,799.0,"[902, 882, 720, 411, 290, 251, 213, 172, 149, 132, 111, 109, 83, 40, 36]"
3255,281.0,"[882, 147, 117, 100, 93, 89, 40, 27, 18, 0, 0]"
3256,819.0,"[902, 882, 720, 464, 370, 274, 233, 172, 164, 93, 93, 17, 0]"
3257,1235.0,"[882, 720, 345, 295, 274, 274, 172, 83, 74, 42, 32, 31, 18, 16]"
3258,490.0,"[720, 393, 322, 172, 111, 93, 83, 74, 40, 31, 21]"
3259,404.0,"[494, 400, 100, 72, 58, 46, 23, 18]"
3260,227.0,"[111, 75, 72, 61, 48, 45, 27, 0]"
3261,697.0,"[882, 274, 265, 217, 212, 115, 27, 23, 23, 21, 13, 0]"
3262,230.0,"[882, 720, 251, 149, 111, 34, 30, 0]"
3263,181.0,"[882, 276, 274, 257, 234, 111, 76, 72, 46]"
3264,1540.0,"[882, 720, 625, 381, 43, 21, 16, 0, 0]"
3265,314.0,"[882, 720, 124, 83, 21]"
3266,289.0,"[882, 111, 72, 0]"
3267,32.0,"[567, 347, 282, 194, 112, 111, 80, 74, 21, 0]"
3268,629.0,"[882, 553, 407, 149, 100, 80, 76, 67, 61, 21, 0]"
3269,288.0,"[884, 584, 534, 533, 388, 378, 371, 368, 364, 340, 53, 51, 0]"
3270,217.0,"[882, 584, 573, 560, 486, 270, 261, 0]"
3271,752.0,"[529, 405, 395, 364, 357, 335, 288, 281, 257, 242, 97, 62, 16, 0]"
3272,1645.0,"[882, 562, 396, 364, 362, 322, 274, 238, 180, 148, 131, 100, 93, 83, 61, 41, 40, 38, 16, 16, 0]"
3273,294.0,"[720, 362, 318, 182, 148, 61, 23, 13, 0, 0]"
3274,222.0,"[562, 411, 364, 320, 242, 97, 0]"
3275,28.0,"[882, 251, 41, 0]"
3276,282.0,"[882, 486, 324, 304, 274, 261, 116, 80, 67]"
3277,723.0,"[882, 573, 494, 486, 405, 100, 67, 32, 21, 0]"
3278,68.0,"[884, 405, 123, 67, 0]"
3279,64.0,"[882, 486, 206, 97, 81, 80, 35, 30, 21]"
3280,366.0,"[882, 573, 522, 378, 222, 111, 100, 67, 22, 20]"
3281,201.0,"[882, 353, 163, 111, 67, 53, 30, 21, 21, 0]"
3282,220.0,"[403, 356, 234, 22]"
3283,1625.0,"[882, 720, 405, 274, 207, 167, 67, 40, 27, 19, 0]"
3284,412.0,"[882, 405, 274, 263, 256, 212, 97, 82, 40, 27, 24, 20, 13, 0]"
3285,224.0,"[882, 251, 149, 97, 67, 32, 17]"
3286,95.0,"[884, 500, 411, 405, 290, 274, 263, 251, 209, 85, 80, 67, 31, 22, 18, 0, 0]"
3287,238.0,"[882, 692, 464, 364, 361, 320, 276, 274, 259, 189, 62, 40, 24, 21, 16]"
3288,431.0,"[902, 431, 74, 32, 21]"
3289,174.0,"[882, 720, 654, 91, 72, 43, 21]"
3290,225.0,"[882, 458, 431, 304, 116, 74, 69, 60, 32, 21, 17]"
3291,355.0,"[882, 486, 331, 191, 43, 42, 27, 0]"
3292,113.0,"[589, 458, 378, 295, 274, 274, 251, 30, 21, 16, 0]"
3293,976.0,"[882, 486, 411, 354, 333, 282, 282, 274, 247, 177, 100, 40, 32, 27, 23, 18, 0, 0]"
3294,497.0,"[882, 562, 458, 353, 351, 335, 282, 247, 229, 212, 203, 154, 149, 100, 70, 63, 57, 40, 27, 0]"
3295,1461.0,"[884, 458, 405, 345, 307, 300, 233, 209, 172, 89, 83, 77, 70, 67, 40, 21, 18, 0]"
3296,502.0,"[720, 464, 251, 203, 0]"
3297,771.0,"[882, 720, 522, 362, 212, 137, 131, 82, 41, 40, 36, 31, 0]"
3298,675.0,"[720, 394, 364, 364, 353, 97, 72, 17]"
3299,44.0,"[902, 405, 180, 21, 16, 16, 16]"
3300,153.0,"[882, 378, 295, 250, 100, 69, 32, 21, 19]"
3301,354.0,"[720, 394, 296, 259, 203, 111, 97, 77, 27, 0]"
3302,360.0,"[411, 97]"
3303,1497.0,"[884, 408, 341, 341, 282, 274, 192, 87, 67, 22, 0]"
3304,183.0,"[405, 340, 250, 16]"
3305,1783.0,"[882, 357, 356, 315, 282, 269, 267, 252, 238, 111, 97, 80, 40, 32, 27]"
3306,272.0,"[882, 673, 304, 299, 72, 60, 43, 29, 27, 21, 0]"
3307,107.0,"[882, 405, 100, 83, 70, 40, 31, 27, 23, 21, 19, 0]"
3308,338.0,"[857, 393, 341, 180, 111, 55, 27, 13, 0]"
3309,194.0,"[508, 494, 486, 411, 351, 274, 209, 157, 100, 93, 29, 23, 0]"
3310,691.0,"[692, 387, 274, 117, 100, 93, 87, 48, 29, 17]"
3311,240.0,"[720, 364, 351, 342, 278, 274, 51, 43, 40, 17, 0, 0]"
3312,492.0,"[882, 717, 334, 323, 274, 212, 100, 40, 27, 20, 18, 16, 0, 0]"
3313,422.0,"[882, 449, 405, 128, 117, 80, 40, 21, 16, 0, 0]"
3314,532.0,"[882, 395, 236, 230, 209, 155, 99, 72, 67, 23, 0]"
3315,312.0,"[209, 97, 82, 40, 36, 0]"
3316,430.0,"[692, 295, 250, 117, 27, 21, 16, 0]"
3317,194.0,"[882, 458, 411, 277, 27, 21, 0]"
3318,208.0,"[857, 692, 464, 333, 295, 93, 62, 24, 23, 15]"
3319,241.0,"[882, 525, 525, 464, 354, 274, 212, 80, 70, 60, 40, 23, 21, 16, 13]"
3320,256.0,"[720, 233, 209, 111, 91]"
3321,460.0,"[562, 364, 322, 318, 295, 202, 148, 83, 72, 61, 57, 27, 13, 0]"
3322,341.0,"[692, 500, 494, 295, 251, 72, 48, 29, 19, 10]"
3323,439.0,"[884, 882, 411, 364, 305, 97, 40, 27, 25, 21, 17, 0]"
3324,805.0,"[884, 403, 361, 307, 242, 209, 111, 97, 62, 57, 50, 16, 13, 0]"
3325,280.0,"[405, 320, 233, 209, 21, 0]"
3326,93.0,"[884, 857, 282, 269, 194, 124, 117, 111, 80, 67, 0, 0]"
3327,304.0,"[902, 342, 274, 236, 209, 148, 93, 47, 0]"
3328,229.0,"[884, 464, 274, 66, 43]"
3329,93.0,"[882, 364, 251, 236, 209, 182, 66, 36, 30, 21, 17, 0, 0]"
3330,906.0,"[882, 393, 364, 351, 276, 274, 209, 100, 93, 83, 40, 36, 21, 20, 17, 16]"
3331,262.0,"[692, 405, 320, 318, 209, 60, 43, 18, 10]"
3332,504.0,"[882, 277, 149, 40, 21, 0]"
3333,494.0,"[882, 464, 300, 109, 35, 23, 21, 16, 0]"
3334,877.0,"[882, 274, 259, 251, 47, 36, 29, 25, 21, 0, 0]"
3335,166.0,"[405, 235, 57, 50, 21]"
3336,221.0,"[270, 233, 50, 30, 21, 21]"
3337,231.0,"[407, 375, 270, 175, 46, 21]"
3338,361.0,"[882, 157]"
3339,27.0,"[882, 40, 0]"
3340,1202.0,"[500, 133, 124, 98, 97, 66, 61, 0]"
3341,1218.0,"[387, 335, 196, 150, 149, 67, 60, 27, 21, 19, 0]"
3342,302.0,"[720, 282, 242, 72, 66, 27, 23, 0]"
3343,129.0,"[405, 0]"
3344,435.0,"[882, 149, 111, 97, 27, 23, 0, 0]"
3345,797.0,"[884, 882, 486, 149, 82, 80, 72, 27, 23, 0]"
3346,476.0,"[494, 395, 345, 337, 274, 80, 72, 67, 32, 23, 21, 0]"
3347,493.0,"[882, 494, 357, 326, 236, 133, 123, 93, 50, 21]"
3348,713.0,"[902, 882, 673, 464, 411, 347, 274, 251, 148, 66, 36, 21, 13, 0]"
3349,257.0,"[411, 318, 304, 274, 32]"
3350,289.0,"[902, 362, 97, 62, 40, 30, 16, 0, 0]"
3351,312.0,"[882, 219, 117, 111, 50, 32]"
3352,757.0,"[882, 357, 327, 205, 56, 27, 0]"
3353,1114.0,"[575, 318, 274, 77, 34, 31, 0]"
3354,118.0,"[405, 395, 364, 340, 299, 288, 261, 182, 97, 16, 0, 0]"
3355,810.0,"[902, 884, 720, 364, 207, 60, 21, 16]"
3356,464.0,"[902, 274, 251, 131, 72, 27, 25, 18, 0]"
3357,493.0,"[882, 431, 282, 251, 199, 80, 43, 40, 32, 25, 21]"
3358,19.0,"[882, 312, 282, 251, 233, 36, 30, 0]"
3359,181.0,"[332, 71, 57, 30]"
3360,30.0,"[494, 408, 361, 284, 93, 40, 21, 0]"
3361,522.0,"[407, 405, 358, 341, 241, 147, 100, 100, 78, 67, 60, 40, 21, 0]"
3362,550.0,"[720, 562, 436, 364, 364, 315, 251, 149, 93, 82, 51, 40, 25, 20, 18, 0]"
3363,778.0,"[882, 375, 304, 274, 212, 72, 60, 32, 27, 23, 21]"
3364,2291.0,"[882, 458, 274, 251, 196, 48, 36, 35, 32, 29, 21]"
3365,312.0,"[902, 375, 276, 246, 147, 115, 48, 40, 40, 37, 18, 0, 0]"
3366,942.0,"[882, 720, 274, 265, 212, 159, 145, 98, 60, 46, 21]"
3367,499.0,"[370, 251, 196, 148, 61, 0]"
3368,1200.0,"[882, 534, 375, 364, 274, 251, 128, 115, 100, 83, 42, 40, 36, 0]"
3369,212.0,"[575, 534, 299, 261, 247, 80, 46, 0]"
3370,459.0,"[882, 500, 405, 352, 333, 251, 189, 91, 43, 21, 21]"
3371,3444.0,"[458, 276, 261, 157, 115, 72, 27, 21, 0]"
3372,665.0,"[882, 395, 207, 85, 83, 80, 67, 21]"
3373,326.0,"[902, 274, 77, 36, 30, 23]"
3374,309.0,"[720, 180, 111, 87, 61, 31]"
3375,942.0,"[331, 304, 292, 274, 180, 169, 112, 80, 67]"
3376,214.0,"[857, 719, 567, 375, 135, 80, 72, 40, 21]"
3377,274.0,"[720, 276, 190, 91, 80, 71, 40]"
3378,249.0,"[902, 882, 378, 251, 97, 72, 48, 43, 30, 21, 21, 0]"
3379,124.0,"[882, 190, 93, 30, 21]"
3380,286.0,"[395, 60, 23, 21]"
3381,318.0,"[884, 405, 364, 322, 231, 131, 116, 111, 100, 97, 60, 40, 32, 27, 25, 23, 16, 13, 0, 0]"
3382,144.0,"[500, 458, 364, 66, 48, 40, 30, 23, 16]"
3383,317.0,"[882, 362, 274, 242, 206, 180, 100, 97, 81, 74, 30, 27, 16, 0]"
3384,172.0,"[393, 311, 250, 206, 61, 48, 32, 30, 29]"
3385,84.0,"[250, 242, 206, 72, 43, 23]"
3386,229.0,"[720, 720, 486, 410, 393, 97, 61, 61, 40]"
3387,120.0,"[393, 304, 276, 274, 237, 206, 18]"
3388,393.0,"[882, 484, 393, 257, 97, 30, 0]"
3389,172.0,"[411, 405, 342, 337, 312, 274, 251, 247, 242, 72, 48, 32, 21, 19, 18, 10, 4, 0]"
3390,136.0,"[882, 364, 345, 295, 236, 206, 27]"
3391,499.0,"[493, 407, 157, 13, 0]"
3392,212.0,"[233, 0]"
3393,422.0,"[405, 324, 250, 67, 60, 32]"
3394,420.0,"[882, 720, 395, 342, 315, 270, 233, 157, 40, 21]"
3395,178.0,"[902, 411, 405, 105, 72, 57, 20, 18]"
3396,117.0,"[720, 364, 342, 340, 206, 111, 97, 61, 23, 21, 0]"
3397,687.0,"[911, 882, 411, 352, 342, 100, 63, 30, 27, 21]"
3398,18.0,"[206, 66, 48, 30, 16, 0]"
3399,960.0,"[405, 395, 351, 282, 274, 251, 212, 172, 149, 115, 100, 82, 67, 60, 52, 46, 40, 30, 21, 17, 16, 0]"
3400,780.0,"[896, 560, 347, 341, 338, 290, 282, 190, 189, 149, 83, 0]"
3401,158.0,"[373, 336, 261, 259, 111, 100, 60, 27]"
3402,54.0,"[464, 282, 42, 25, 21, 0]"
3403,179.0,"[882, 575, 431, 347, 70, 69, 50, 42, 32, 25, 21]"
3404,36.0,"[882, 573, 458, 48, 46, 23, 21, 0]"
3405,671.0,"[882, 305, 251, 216, 97, 82, 80, 67, 41, 21, 16, 0]"
3406,194.0,"[395, 364, 299, 288, 261, 253, 247, 97, 56, 27, 0]"
3407,340.0,"[720, 388, 351, 72, 43, 21, 20, 0, 0]"
3408,151.0,"[222, 42]"
3409,476.0,"[720, 691, 395, 380, 364, 288, 281, 233, 208, 97, 0]"
3410,704.0,"[720, 628, 541, 450, 405, 364, 335, 281, 278, 242, 228, 88, 0, 0]"
3411,463.0,"[654, 562, 405, 364, 247, 242, 162, 152, 97, 0, 0]"
3412,58.0,"[692, 351, 242, 236, 180, 97, 60, 21]"
3413,80.0,"[242, 89, 48, 30, 0]"
3414,423.0,"[562, 405, 395, 387, 364, 288, 247, 50, 37, 0, 0]"
3415,469.0,"[720, 405, 388, 364, 270, 242, 227, 124, 97, 61, 0, 0]"
3416,506.0,"[882, 315, 297, 274, 213, 152, 135, 116, 97, 40, 32, 17, 16, 16]"
3417,539.0,"[882, 405, 368, 233, 111, 100, 67, 62, 23, 21]"
3418,397.0,"[882, 567, 408, 405, 347, 246, 111, 23, 21, 10, 0]"
3419,1429.0,"[882, 295, 259, 251, 249, 62, 61, 60, 30]"
3420,539.0,"[720, 431, 370, 364, 337, 282, 66, 61, 27, 0]"
3421,2484.0,"[364, 203, 130, 97, 62, 27, 0]"
3422,813.0,"[395, 282, 212, 149, 112, 27, 16, 0]"
3423,158.0,"[882, 375, 364, 362, 274, 242, 50, 38, 27, 23, 21, 20, 0]"
3424,1190.0,"[882, 573, 405, 274, 192, 179, 71, 67, 46, 27]"
3425,454.0,"[882, 405, 350, 212, 130, 97, 67, 40, 0]"
3426,43.0,"[573, 395, 251, 22]"
3427,222.0,"[884, 884, 405, 337, 80, 67, 40]"
3428,1273.0,"[882, 494, 370, 342, 274, 196, 148, 97, 83, 41, 40, 36, 23, 16]"
3429,513.0,"[902, 378, 370, 274, 265, 148, 60, 38, 36, 27, 23]"
3430,910.0,"[902, 380, 370, 305, 264, 192, 56, 40, 0]"
3431,773.0,"[882, 274, 251, 251, 132, 131, 115, 83, 40]"
3432,671.0,"[882, 720, 392, 370, 236, 100, 72, 30, 22, 21]"
3433,802.0,"[882, 575, 274, 251, 180, 132, 115, 36, 0, 0]"
3434,828.0,"[882, 575, 388, 358, 261, 100, 91, 83, 40, 36, 0]"
3435,981.0,"[902, 370, 91, 83, 36, 21]"
3436,489.0,"[628, 357, 274, 252, 251, 233, 100, 100, 17, 0]"
3437,642.0,"[902, 575, 431, 370, 251, 30, 0]"
3438,429.0,"[882, 389, 370, 352, 274, 27, 0]"
3439,659.0,"[902, 392, 378, 370, 274, 23, 18]"
3440,73.0,"[720, 525, 310, 264, 23]"
3441,646.0,"[882, 575, 396, 364, 335, 282, 276, 274, 212, 195, 189, 172, 130, 100, 97, 81, 41, 40, 36, 30, 17]"
3442,1530.0,"[882, 334, 310, 305, 282, 274, 100, 83, 40, 20, 17]"
3443,550.0,"[882, 274, 265, 103, 36, 27, 21, 20]"
3444,1414.0,"[882, 315, 274, 219, 97, 83, 72, 27, 0]"
3445,616.0,"[882, 393, 370, 282, 276, 149, 88, 29, 25]"
3446,2137.0,"[882, 857, 720, 375, 228, 72, 50, 37, 27, 1, 0, 0]"
3447,1552.0,"[882, 494, 486, 446, 354, 333, 274, 213, 109, 100, 83, 80, 70, 40, 23, 16]"
3448,699.0,"[882, 375, 329, 274, 242, 61, 27, 23, 23, 10, 0]"
3449,321.0,"[882, 247]"
3450,384.0,"[882, 395, 341, 265, 242, 237, 123, 30, 30, 23, 16, 0]"
3451,793.0,"[902, 628, 562, 335, 282, 247, 212, 0]"
3452,1417.0,"[494, 375, 345, 274, 213, 167, 100, 93, 83, 40, 23, 0]"
3453,159.0,"[550, 405, 341, 304, 282, 241, 27, 16]"
3454,1170.0,"[882, 367, 241, 199]"
3455,829.0,"[882, 494, 486, 378, 347, 333, 311, 282, 265, 250, 91, 60, 52, 40, 31, 31, 23, 21, 18, 16, 0]"
3456,583.0,"[562, 525, 405, 364, 335, 308, 288, 263, 247, 180, 97, 80, 16, 0, 0]"
3457,533.0,"[882, 405, 403, 364, 362, 351, 335, 274, 250, 247, 97, 61, 40, 27, 17, 16, 0]"
3458,535.0,"[884, 882, 500, 405, 335, 212, 187, 133, 72, 27, 18, 0, 0]"
3459,940.0,"[882, 351, 335, 304, 274, 251, 247, 212, 182, 137, 93, 83, 74, 48, 40, 37, 23, 0]"
3460,207.0,"[562, 500, 458, 405, 389, 263, 247, 56, 27, 16, 0]"
3461,81.0,"[882, 408, 247, 40, 25, 16, 0, 0, 0]"
3462,99.0,"[896, 562, 534, 304, 247, 57, 56, 43, 25, 23, 23, 0]"
3463,752.0,"[575, 299, 274, 247, 212, 74, 40, 25, 23]"
3464,1466.0,"[691, 525, 405, 364, 322, 304, 281, 263, 258, 247, 216, 162, 91, 0]"
3465,184.0,"[562, 247, 201]"
3466,231.0,"[720, 405, 247, 201, 48, 46, 46, 35]"
3467,916.0,"[562, 433, 405, 388, 364, 352, 274, 201, 83, 46, 21, 0, 0]"
3468,187.0,"[882, 500, 318, 299, 290, 80, 74, 72, 48, 23, 21, 0]"
3469,332.0,"[882, 717, 562, 337, 335, 334, 274, 212, 61, 40, 32, 18, 16]"
3470,257.0,"[405, 286, 274, 97, 80, 46, 21, 0]"
3471,229.0,"[884, 405, 364, 335, 281, 247, 241, 213, 97, 61, 16, 0, 0]"
3472,81.0,"[720, 494, 307, 295, 130, 50]"
3473,185.0,"[500, 353, 323, 274, 212, 36, 23, 21]"
3474,329.0,"[628, 562, 529, 405, 388, 364, 288, 263, 247, 242, 182, 153, 97, 94, 83, 53, 16, 0]"
3475,639.0,"[882, 525, 458, 405, 395, 364, 345, 335, 322, 304, 247, 97, 62, 46, 43, 16, 3, 0, 0]"
3476,243.0,"[395, 327, 247, 247, 242, 228, 61]"
3477,126.0,"[882, 335, 251, 61, 32]"
3478,594.0,"[882, 335, 275, 247, 212, 40, 36, 27, 0]"
3479,310.0,"[882, 380, 364, 354, 335, 274, 247, 241, 212, 133, 97, 82, 56, 40, 36, 32, 31, 19, 18]"
3480,465.0,"[882, 654, 375, 351, 345, 322, 282, 282, 274, 241, 40, 36, 32, 27, 23, 21, 18, 0]"
3481,699.0,"[882, 614, 335, 311, 274, 212, 57, 40, 36, 31, 27, 16, 16, 0]"
