,calories,parsed_ingredients
1270,471.0,"[882, 486, 307, 251, 180, 155, 115, 111, 97, 80, 67, 40, 18, 16, 13, 0]"
1271,881.0,"[720, 387, 333, 83, 40, 27, 27, 0, 0]"
1272,660.0,"[882, 364, 274, 131, 100, 81, 40, 40, 0]"
1273,417.0,"[692, 411, 274, 265, 254, 250, 100, 78, 67, 60, 41, 40, 25, 23, 20, 17]"
1274,609.0,"[541, 447, 274, 265, 213, 180, 176, 160, 122, 75, 53, 40, 20, 0]"
1275,498.0,"[882, 654, 299, 251, 189, 138, 100, 100, 99, 94, 93, 91, 83, 70, 69, 23, 19, 0]"
1276,118.0,"[405, 364, 228, 30, 0, 0]"
1277,910.0,"[882, 405, 381, 315, 276, 233, 100, 100, 47, 46, 32, 27, 21, 0]"
1278,4063.0,"[884, 405, 381, 364, 110, 61, 52, 44, 35, 21, 0]"
1279,577.0,"[720, 405, 364, 335, 332, 322, 288, 242, 97, 80, 32, 21, 16, 0, 0]"
1280,428.0,"[575, 405, 247, 228, 162, 42, 13, 0]"
1281,590.0,"[882, 276, 163, 149, 83, 40, 22, 18]"
1282,827.0,"[562, 529, 405, 357, 288, 254, 98, 97, 80, 66, 50]"
1283,42.0,"[274, 40, 30, 18, 0]"
1284,832.0,"[882, 364, 335, 312, 274, 271, 251, 247, 83, 70, 47, 43, 40, 38, 36, 0, 0]"
1285,307.0,"[654, 562, 405, 364, 236, 57, 46, 17, 16, 0]"
1286,224.0,"[575, 351, 299, 282, 247, 179, 107, 83]"
1287,32.0,"[500, 367, 282, 93, 27, 16, 0]"
1288,494.0,"[882, 525, 405, 387, 351, 337, 335, 282, 282, 212, 149, 100, 40, 32, 27, 23, 21, 1, 0]"
1289,324.0,"[405, 400, 364, 97, 91, 47, 21, 0]"
1290,129.0,"[276, 265, 201, 131, 17, 0]"
1291,665.0,"[884, 882, 720, 405, 274, 186, 72, 67, 42, 39, 36, 30, 23, 21, 16, 14]"
1292,384.0,"[902, 464, 405, 357, 295, 278, 274, 212, 100, 83, 82, 72, 60, 50, 40, 27, 21, 18, 0, 0]"
1293,410.0,"[882, 494, 276, 274, 185, 93, 0]"
1294,5545.0,"[884, 882, 500, 274, 93, 83, 82, 60, 39, 16, 0]"
1295,250.0,"[882, 612, 405, 364, 185, 131, 125, 124, 16]"
1296,229.0,"[720, 333, 201, 27, 23, 0]"
1297,5509.0,"[251, 37]"
1298,3128.0,"[562, 436, 431, 371, 360, 305, 274, 242, 81, 61, 57, 54, 37, 18, 18, 0]"
1299,2230.0,"[882, 405, 304, 115, 93, 91, 83, 81, 0]"
1300,585.0,"[720, 405, 364, 341, 335, 271, 212, 97, 83, 62, 46, 41, 27, 18, 16, 0, 0]"
1301,483.0,"[889, 654, 405, 357, 72, 27, 21, 0]"
1302,1898.0,"[720, 374, 276, 274, 251, 201, 104, 104, 40, 0]"
1303,689.0,"[882, 573, 562, 405, 335, 304, 212, 83, 0]"
1304,206.0,"[720, 692, 351, 342, 274, 274, 157, 78, 72, 60, 41, 40, 36, 21]"
1305,459.0,"[562, 400, 356, 100, 77, 66, 41, 40, 25]"
1306,236.0,"[405, 352, 322, 242, 61, 0]"
1307,211.0,"[352, 304, 235, 233, 93, 46, 37, 21]"
1308,281.0,"[720, 567, 364, 334, 274, 148, 97, 83, 51, 50, 40, 32, 23, 22]"
1309,491.0,"[562, 405, 364, 288, 247, 242, 152, 48, 46, 46, 0]"
1310,66.0,"[720, 364, 162, 97, 61, 0]"
1311,1074.0,"[882, 500, 274, 202, 88, 60, 40, 37, 36, 32, 18]"
1312,1082.0,"[405, 364, 324, 173, 157, 83, 67, 40, 37, 27, 16]"
1313,443.0,"[896, 341, 282, 187, 149, 131, 93, 77, 41, 27, 18, 16, 16, 0]"
1314,319.0,"[654, 575, 562, 560, 282, 278, 261, 56, 0]"
1315,80.0,"[882, 573, 111, 23, 21, 0]"
1316,414.0,"[882, 486, 354, 351, 274, 148, 97, 97, 80, 61, 40, 23, 18, 0]"
1317,239.0,"[884, 857, 334, 97, 0]"
1318,414.0,"[882, 450, 380, 353, 274, 97, 61, 27, 0]"
1319,683.0,"[558, 97, 66, 28, 0, 0]"
1320,686.0,"[882, 558, 195, 97, 77, 40]"
1321,794.0,"[720, 403, 400, 350, 259, 97, 32]"
1322,205.0,"[525, 405, 322, 242, 231, 200, 162, 61, 0]"
1323,395.0,"[882, 342, 91, 19, 18]"
1324,964.0,"[882, 364, 280, 274, 233, 109, 103, 100, 97, 91, 27, 0]"
1325,969.0,"[364, 356, 342, 227, 148, 97, 93, 61, 36]"
1326,263.0,"[882, 142, 36, 27, 25, 19, 18, 0]"
1327,264.0,"[884, 882, 233, 149, 36, 25, 21]"
1328,377.0,"[882, 720, 364, 274, 264, 97, 61, 45, 43, 25, 0]"
1329,50.0,"[882, 265, 115, 66]"
1330,646.0,"[902, 274, 212, 115, 36]"
1331,517.0,"[882, 411, 265, 250, 233, 148, 88, 23, 20]"
1332,530.0,"[882, 562, 322, 251, 195, 97, 91, 60, 40, 21, 19, 16]"
1333,79.0,"[97, 72, 36, 21, 0]"
1334,1027.0,"[902, 882, 500, 430, 320, 274, 265, 255, 115, 97, 72, 19, 0]"
1335,180.0,"[295, 46, 10]"
1336,162.0,"[882, 625, 375, 127, 75, 70, 32, 21]"
1337,90.0,"[882, 62, 60, 18, 17]"
1338,104.0,"[902, 353, 305, 75, 72, 71, 60, 30, 27, 16, 15, 0]"
1339,1215.0,"[405, 21, 0]"
1340,324.0,"[882, 374, 347, 261, 57, 50, 27, 0]"
1341,1103.0,"[500, 494, 458, 431, 407, 403, 387, 373, 339, 336, 282, 280, 278, 271, 265, 255, 251, 250, 242, 212, 160, 150, 115, 111, 100, 100, 97, 97, 66, 47, 40, 30, 23, 20, 16, 13, 0]"
1342,375.0,"[889, 654, 252, 72, 19, 0]"
1343,4923.0,"[882, 431, 297, 195, 157, 149, 83, 40, 31, 27, 16]"
1344,256.0,"[720, 494, 364, 274, 93, 48, 41, 40, 16]"
1345,302.0,"[562, 405, 364, 288, 66, 1]"
1346,87.0,"[548, 364, 288, 180, 44, 35, 32, 0]"
1347,295.0,"[882, 691, 405, 354, 335, 304, 261, 247, 31, 0]"
1348,85.0,"[720, 375, 354, 304, 138, 128, 40, 30, 0]"
1349,237.0,"[562, 93, 82, 61, 0]"
1350,1735.0,"[573, 353, 212, 147, 40, 21]"
1351,700.0,"[882, 405, 375, 335, 311, 274, 251, 237, 212, 112, 100, 72, 70, 61, 48, 36, 32, 19, 16, 16, 0, 0]"
1352,599.0,"[882, 405, 364, 358, 271, 178, 100, 93, 83, 40, 23, 21, 16]"
1353,364.0,"[290, 149, 133, 115, 93, 66, 40, 23]"
1354,567.0,"[889, 884, 882, 486, 364, 282, 276, 251, 212, 149, 93, 72, 60, 27, 19]"
1355,202.0,"[333, 274, 152, 115, 100, 93, 45, 41, 21, 0]"
1356,239.0,"[720, 553, 341, 315, 276, 199, 104, 36, 27, 16, 0]"
1357,603.0,"[882, 628, 458, 370, 274, 83, 32, 19, 16]"
1358,301.0,"[884, 562, 458, 405, 299, 251, 210, 80, 32, 21, 0]"
1359,76.0,"[274, 43, 18, 0, 0]"
1360,1597.0,"[882, 431, 318, 312, 280, 233, 103]"
1361,1229.0,"[882, 455, 354, 351, 299, 298, 282, 274, 251, 216, 192, 186, 147, 100, 89, 83, 82, 40, 32, 23, 21, 20, 19, 16, 0]"
1362,752.0,"[882, 364, 276, 265, 196, 103, 97, 32, 29, 19]"
1363,412.0,"[902, 347, 290, 274, 237, 112, 111, 93, 70, 21, 19, 14, 0]"
1364,577.0,"[882, 654, 500, 431, 388, 242, 103, 40, 32]"
1365,623.0,"[882, 351, 91, 41, 28]"
1366,246.0,"[131, 29, 21, 0]"
1367,122.0,"[882, 191, 47, 27, 18, 17, 0]"
1368,197.0,"[882, 345, 251, 83, 72, 36, 21, 16, 0]"
1369,400.0,"[882, 486]"
1370,702.0,"[902, 692, 494, 486, 376, 276, 274, 196, 43, 42, 41, 40, 30, 23, 21, 0, 0]"
1371,120.0,"[654, 378, 305, 282, 29]"
1372,235.0,"[882, 361, 261, 212, 70, 66, 50, 40, 25, 21]"
1373,149.0,"[882, 673, 242, 93, 88, 32, 23, 18]"
1374,602.0,"[882, 387, 353, 16]"
1375,504.0,"[882, 654, 431, 353, 274, 180, 97, 93, 57, 31, 29, 27, 20, 0]"
1376,672.0,"[882, 353, 274, 251, 98, 70, 36, 29, 17, 0]"
1377,428.0,"[902, 654, 378, 353, 342, 274, 233, 70, 40, 27, 17, 0]"
1378,732.0,"[407, 353, 342, 305, 274, 148, 97, 27]"
1379,127.0,"[263, 250, 130, 99]"
1380,414.0,"[882, 625, 339, 268, 149, 93, 83, 51, 45, 40, 36, 17, 0]"
1381,144.0,"[882, 405, 357, 351, 209, 113, 83, 36, 31, 16, 13, 0]"
1382,89.0,"[882, 364, 347, 304, 288, 32, 21]"
1383,51.0,"[364, 251, 66, 63]"
1384,188.0,"[882, 364, 274, 131, 100, 83, 60, 41, 40]"
1385,488.0,"[573, 486, 405, 388, 364, 322, 304, 247, 247, 242, 74, 48, 44, 0, 0]"
1386,206.0,"[193, 74, 48, 37, 0]"
1387,329.0,"[884, 882, 654, 282, 229, 97, 78, 50, 18, 16, 0]"
1388,924.0,"[353, 329, 115, 107, 21]"
1389,282.0,"[654, 450, 405, 97, 83, 18]"
1390,700.0,"[720, 494, 242, 235, 207, 72, 5]"
1391,489.0,"[882, 411, 384, 242, 213, 91, 67, 27, 22, 0]"
1392,851.0,"[882, 720, 266, 242, 217, 163, 93, 61, 51, 40, 30, 0]"
1393,12.0,"[405, 0, 0]"
1394,1682.0,"[882, 383, 357, 348, 322, 318, 196, 111, 97, 81]"
1395,275.0,"[882, 265, 83, 27, 21, 0]"
1396,573.0,"[405, 235, 39, 34, 21, 0]"
1397,564.0,"[882, 278, 274, 212, 117, 77, 40, 36, 31, 18, 17]"
1398,1550.0,"[692, 411, 375, 364, 274, 242, 237, 214, 62, 62, 23, 23, 21, 21, 17, 13, 0, 0]"
1399,563.0,"[882, 357, 280, 265, 237, 212, 40, 30, 23, 19, 16, 13, 0]"
1400,709.0,"[884, 567, 405, 378, 368, 354, 274, 113, 111, 91, 50, 45, 43, 21]"
1401,416.0,"[212, 40, 23, 21, 18, 0, 0]"
1402,243.0,"[882, 673, 374, 282, 251, 149, 103, 76, 40, 18]"
1403,411.0,"[902, 405, 337, 233, 135, 93, 30, 29, 27, 18, 16, 0]"
1404,620.0,"[882, 364, 362, 357, 307, 97, 97, 28, 16, 0]"
1405,248.0,"[337, 259, 251, 147, 111, 97, 81, 71, 0]"
1406,486.0,"[575, 405, 201, 128, 92, 91, 88, 0]"
1407,5097.0,"[882, 720, 407, 337, 335, 331, 251, 180, 164, 83, 0]"
1408,934.0,"[882, 331, 274, 236, 223, 123, 40, 0]"
1409,270.0,"[884, 884, 405, 251, 246, 117, 85, 41, 0]"
1410,232.0,"[525, 433, 395, 274, 213, 97, 71, 46, 21, 0]"
1411,246.0,"[194, 149, 83, 67, 36, 27]"
1412,282.0,"[354, 83, 71, 62, 50, 46, 42]"
1413,875.0,"[628, 562, 405, 322, 288, 257, 213, 50, 13, 0, 0]"
1414,460.0,"[562, 405, 389, 361, 331, 288, 247, 32, 18]"
1415,389.0,"[884, 882, 720, 397, 389, 334, 322, 259, 148, 103, 97, 83, 40, 36, 30]"
1416,131.0,"[364, 116, 48, 0]"
1417,2278.0,"[882, 720, 692, 380, 282, 274, 251, 131, 100, 97, 72, 40, 37, 22, 21, 19, 0, 0]"
1418,300.0,"[882, 251, 180, 149, 40, 36, 22]"
1419,716.0,"[882, 720, 500, 431, 387, 364, 357, 274, 251, 249, 174, 97, 72, 61, 40, 18, 0]"
1420,68.0,"[575, 562, 553, 405, 311, 286, 281, 217, 0, 0]"
1421,270.0,"[353, 332, 270, 75, 21]"
1422,70.0,"[458, 405, 227, 75, 21, 0]"
1423,387.0,"[405, 152, 21, 0]"
1424,311.0,"[720, 691, 405, 322, 281, 258, 231, 97, 0]"
1425,480.0,"[882, 322, 97]"
1426,340.0,"[882, 353, 274, 100, 88, 41, 40, 17]"
1427,49.0,"[882, 720, 553, 83, 57, 40, 37]"
1428,336.0,"[854, 720, 447, 413, 40, 32]"
1429,212.0,"[882, 100, 94, 83, 60, 40, 23, 19]"
1430,366.0,"[720, 575, 364, 304, 247, 97, 97, 71, 61, 53, 53, 48, 46, 0]"
1431,793.0,"[884, 353, 242, 200, 120, 100, 97]"
1432,635.0,"[720, 541, 389, 346, 304, 250, 97, 57, 47, 27]"
1433,183.0,"[882, 72, 60, 27, 19, 0]"
1434,77.0,"[411, 342, 337, 83, 50, 41, 40, 16, 16]"
1435,473.0,"[558, 405, 288, 278, 242, 92, 83]"
1436,1628.0,"[889, 431, 357, 251, 242, 180, 93, 17, 0]"
1437,533.0,"[882, 562, 405, 387, 364, 270, 181, 97, 61, 16]"
1438,403.0,"[720, 673, 405, 364, 252, 97, 40, 0]"
1439,376.0,"[882, 362, 351, 274, 180, 100, 40, 23]"
1440,374.0,"[882, 318, 160, 149, 100, 75, 60, 40, 23, 13]"
1441,23.0,"[411, 0]"
1442,206.0,"[364, 350, 97]"
1443,607.0,"[405, 388, 364, 362, 357, 352, 304, 278, 242, 131, 74, 35, 0]"
1444,34.0,"[364, 115, 88]"
1445,338.0,"[405, 305, 236, 167, 105, 50, 30, 30, 21, 0]"
1446,80.0,"[405, 288, 80, 60, 52, 0]"
1447,245.0,"[529, 288, 243, 242, 66, 50, 44, 39, 32]"
1448,32.0,"[274, 40, 23, 18, 0]"
1449,192.0,"[882, 364, 364, 274, 247, 212, 40, 36, 23, 16, 13, 0]"
1450,438.0,"[902, 654, 375, 333, 311, 72, 66, 23, 16]"
1451,202.0,"[321, 242, 61, 21, 0]"
1452,403.0,"[562, 405, 395, 364, 288, 97, 62, 50, 16, 0, 0]"
1453,179.0,"[242, 61, 21, 0]"
1454,200.0,"[61, 21, 0]"
1455,159.0,"[882, 720, 353, 351, 334, 274, 82, 53, 40, 23, 0]"
1456,212.0,"[405, 21, 0]"
1457,141.0,"[488, 405, 21, 0]"
1458,107.0,"[231, 115, 99, 70, 48, 21, 18, 16, 0]"
1459,957.0,"[902, 500, 458, 370, 174, 46, 19, 18, 0]"
1460,118.0,"[902, 274, 265, 115, 40, 36, 27, 23, 21, 20]"
1461,63.0,"[312, 274, 19, 0]"
1462,1074.0,"[882, 494, 274, 259, 242, 93, 83, 41, 31, 16, 0]"
1463,301.0,"[882, 436, 364, 97, 0]"
1464,667.0,"[882, 378, 364, 362, 351, 62, 27, 16, 0]"
1465,2137.0,"[857, 364, 351, 282, 251, 163, 62, 16, 0]"
1466,2925.0,"[882, 351, 304, 259, 251, 103, 67, 62, 27, 0]"
1467,802.0,"[882, 405, 364, 282, 216, 67, 21]"
1468,1300.0,"[857, 692, 364, 304, 251, 69, 62, 40, 25, 13, 0]"
1469,1822.0,"[882, 720, 500, 431, 408, 364, 351, 282, 251, 229, 66, 62, 27, 18, 16, 0]"
1470,2641.0,"[882, 364, 351, 282, 174, 115, 70, 62, 61, 40]"
1471,610.0,"[882, 612, 411, 362, 276, 274, 209, 186, 148, 100, 83, 40, 27, 0]"
1472,623.0,"[882, 274, 123, 61, 25, 21, 16, 0]"
1473,102.0,"[882, 411, 295, 251, 82, 72, 23, 21, 0]"
1474,125.0,"[857, 374, 364, 196, 115, 103]"
1475,577.0,"[882, 122, 0]"
1476,82.0,"[882, 355, 97]"
1477,895.0,"[882, 720, 411, 378, 364, 280, 274, 163, 97, 83, 61, 57, 36, 23]"
1478,826.0,"[882, 280, 274, 124, 116, 109, 27, 0, 0]"
1479,923.0,"[882, 334, 318, 111, 97, 67]"
1480,384.0,"[884, 882, 334, 111, 80, 67, 42, 30, 0, 0]"
1481,549.0,"[882, 364, 305, 97, 32, 27, 0]"
1482,456.0,"[882, 400, 274, 216, 97, 24, 21]"
1483,660.0,"[882, 654, 364, 304, 282, 157, 115, 40, 21]"
1484,304.0,"[882, 388, 356, 72, 60, 43, 27, 18, 17, 0, 0]"
1485,91.0,"[882, 673, 347, 251, 230, 91, 72, 71, 19, 0]"
1486,111.0,"[882, 257, 97, 93, 66, 40, 27, 0]"
1487,630.0,"[305, 148, 98, 97, 72, 27, 0]"
1488,703.0,"[882, 486, 431, 274, 263, 242, 97, 60, 40, 27, 0]"
1489,757.0,"[405, 395, 388, 364, 336, 322, 319, 290, 288, 281, 250, 242, 115, 91, 0]"
1490,757.0,"[720, 493, 405, 381, 335, 322, 304, 263, 257, 256, 253, 247, 242, 182, 97, 89, 46, 46, 0]"
1491,253.0,"[533, 405, 288, 242, 150, 133, 1]"
1492,512.0,"[720, 488, 405, 352, 322, 242, 200, 61, 21, 0]"
1493,259.0,"[242, 45, 21]"
1494,203.0,"[405, 375, 250, 201, 43]"
1495,204.0,"[389, 387, 383, 21]"
1496,201.0,"[405, 322, 281, 257, 252, 43, 21]"
1497,942.0,"[405, 242, 228, 200, 178, 97, 61, 0, 0, 0]"
1498,428.0,"[405, 357, 242, 231, 97, 44, 1]"
1499,330.0,"[405, 400, 253, 201, 179, 122, 97, 57, 31, 0]"
1500,158.0,"[405, 353, 223, 32, 21]"
1501,670.0,"[720, 567, 562, 405, 288, 247, 242, 115, 61]"
1502,899.0,"[882, 720, 654, 405, 395, 335, 322, 288, 257, 247, 247, 231, 182, 26, 0]"
1503,238.0,"[375, 281, 116, 110, 80, 52, 21]"
1504,282.0,"[320, 179, 165, 110, 85, 57, 46]"
1505,94.0,"[76, 73]"
1506,245.0,"[407, 320, 92, 91, 70, 58, 48, 34, 32]"
1507,118.0,"[617, 584, 560, 486, 456, 304, 261]"
1508,1102.0,"[720, 628, 405, 381, 364, 335, 322, 288, 263, 247, 216, 97, 61, 50, 50, 49, 48, 16, 0]"
1509,182.0,"[534, 493, 395, 382, 364, 288, 228, 97, 91, 62, 53, 0, 0]"
1510,154.0,"[562, 529, 405, 364, 288, 247, 97, 16, 0]"
1511,254.0,"[720, 529, 405, 381, 288, 228, 0, 0]"
1512,828.0,"[882, 288, 259, 149, 124, 116, 97, 91, 40, 36, 0, 0]"
1513,15.0,"[525, 494, 375, 311, 282, 274, 241, 93, 70, 23]"
1514,275.0,"[902, 274, 251, 47, 46, 36, 29, 21, 0]"
1515,408.0,"[902, 720, 431, 290, 274, 36]"
1516,1.0,"[375, 251, 0]"
1517,358.0,"[882, 284, 279, 274, 212, 154, 50, 46, 35, 30, 21]"
1518,1275.0,"[882, 274, 219, 163, 131, 27, 26, 0]"
1519,395.0,"[274, 115, 110, 93, 91, 66, 47, 27, 19, 18]"
1520,765.0,"[882, 364, 213, 93, 93, 40, 27, 21, 0, 0]"
1521,1040.0,"[882, 407, 356, 157, 37, 32, 23]"
1522,439.0,"[720, 673, 357, 278, 274, 148, 109, 83, 71, 36, 27]"
1523,443.0,"[692, 274, 131, 61, 32, 21]"
1524,359.0,"[720, 562, 395, 387, 364, 247, 124, 89, 27, 21]"
1525,334.0,"[654, 562, 395, 299, 270, 261, 213]"
1526,55.0,"[318, 278, 274, 127, 81, 75, 57, 40, 34, 19, 18, 16, 0]"
1527,828.0,"[902, 378, 274, 261, 251]"
1528,578.0,"[364, 305, 265, 109, 83, 40]"
1529,303.0,"[405, 89, 40, 36, 21]"
1530,410.0,"[882, 500, 405, 87, 60, 53, 36, 27, 20, 18, 0]"
1531,331.0,"[654, 628, 575, 529, 305, 281]"
1532,687.0,"[882, 251, 250, 210, 152, 76, 60, 48, 32, 0]"
1533,273.0,"[857, 405, 388, 364, 288, 242, 0]"
1534,765.0,"[389, 270, 233, 165, 75, 21, 0]"
1535,273.0,"[201, 192, 111, 67]"
1536,308.0,"[562, 405, 381, 335, 288, 247, 180, 97, 61, 0]"
1537,79.0,"[884, 882, 573, 274, 261, 147, 80, 67, 21]"
1538,210.0,"[884, 857, 334, 80, 50, 32, 0, 0]"
1539,131.0,"[405, 387, 143, 57, 42, 21, 21, 0]"
1540,217.0,"[405, 80, 0]"
1541,42.0,"[261, 93, 80, 61, 0]"
1542,340.0,"[882, 508, 354, 353, 242, 239, 230, 93, 80, 27, 18, 0, 0]"
1543,277.0,"[405, 304, 274, 250, 80, 67, 30, 27, 0]"
1544,830.0,"[527, 405, 335, 288, 242, 97, 80, 42, 42, 0, 0]"
1545,158.0,"[263, 253, 179, 46, 43, 21]"
1546,48.0,"[562, 389, 337, 335, 335, 322, 250, 97, 71, 69, 0]"
1547,162.0,"[486, 405, 274, 250, 19, 16, 0]"
1548,404.0,"[902, 423, 274, 253, 173, 112, 80, 67, 40, 23, 21]"
1549,85.0,"[882, 368, 218, 112, 111, 80, 21]"
1550,120.0,"[882, 508, 351, 325, 100, 80, 0, 0]"
1551,245.0,"[562, 405, 381, 356, 288, 258, 242, 63]"
1552,297.0,"[562, 395, 364, 335, 247, 242, 97, 62, 0, 0, 0]"
1553,752.0,"[494, 405, 395, 364, 335, 290, 290, 288, 263, 247, 200, 97, 61, 53, 35, 27, 0, 0, 0]"
1554,94.0,"[395, 364, 335, 263, 247, 190, 133, 116, 97, 53, 0]"
1555,1251.0,"[882, 405, 395, 367, 364, 335, 290, 263, 257, 253, 247, 182, 97, 97, 80, 71, 53, 46, 35, 16, 0]"
1556,416.0,"[405, 381, 288, 258, 257, 80, 52, 43, 39, 21, 0]"
1557,730.0,"[720, 405, 364, 335, 322, 290, 251, 247, 242, 97, 61, 57, 29, 0, 0]"
1558,90.0,"[522, 405, 80, 61, 30, 21]"
1559,218.0,"[405, 364, 288, 242, 196, 80, 57, 48, 43, 21, 0]"
1560,1775.0,"[857, 411, 405, 72, 65, 47, 19, 0]"
1561,757.0,"[395, 274, 233, 101, 80, 72, 46]"
1562,754.0,"[882, 405, 395, 307, 282, 251, 212, 204, 100, 60, 57, 56, 53, 35, 29, 0, 0, 0]"
1563,681.0,"[494, 405, 315, 173, 93, 67, 52, 19, 0]"
1564,76.0,"[720, 575, 362, 288, 282, 247, 212, 203, 97, 89, 61, 16, 0, 0]"
1565,248.0,"[720, 691, 405, 381, 362, 362, 281, 97, 61, 57, 16, 0, 0]"
1566,122.0,"[720, 562, 534, 486, 458, 405, 381, 364, 322, 288, 263, 46, 44, 42, 21, 21, 0]"
1567,83.0,"[720, 405, 364, 288, 281, 261, 242, 0]"
1568,205.0,"[575, 362, 361, 354, 288, 270, 215, 65, 47, 46, 16, 0]"
1569,159.0,"[379, 364, 299, 288, 261, 247, 241, 0, 0, 0]"
1570,359.0,"[902, 884, 720, 612, 276, 93, 72, 36, 32, 30, 29, 27, 22, 0]"
1571,280.0,"[882, 375, 354, 354, 274, 251, 209, 40, 35, 23, 19]"
1572,284.0,"[304, 274, 261, 219, 50, 27, 21]"
1573,364.0,"[882, 720, 673, 431, 364, 362, 180, 133, 66, 40, 35, 20, 19, 18]"
1574,124.0,"[405, 364, 364, 206, 62, 27, 16, 0, 0]"
1575,251.0,"[720, 364, 322, 318, 276, 251, 219, 148, 131, 61, 40, 13, 0]"
1576,368.0,"[902, 595, 274, 80, 70, 43, 40, 36, 21, 21, 20, 18, 16, 0]"
1577,569.0,"[882, 405, 274, 192, 85, 80, 49]"
1578,140.0,"[882, 192, 89]"
1579,365.0,"[500, 312, 143, 40, 30, 23, 13, 0]"
1580,164.0,"[902, 882, 378, 40, 30, 25, 23]"
1581,244.0,"[720, 331, 319, 132, 111, 97, 31]"
1582,285.0,"[884, 882, 573, 364, 339, 261, 180, 67, 46, 40, 23, 0]"
1583,100.0,"[720, 353, 40, 32, 16]"
1584,88.0,"[857, 494, 304, 247, 247, 80]"
1585,415.0,"[882, 645, 351, 111, 103, 36, 29, 13, 0]"
1586,226.0,"[562, 405, 364, 299, 286, 247, 246, 97, 62, 53, 16, 0]"
1587,433.0,"[403, 364, 251, 61, 0]"
1588,311.0,"[882, 628, 251, 88, 72, 70, 66, 47, 36]"
1589,8858.0,"[717, 354, 304, 271, 242, 115, 72, 43, 41, 32]"
1590,638.0,"[902, 405, 350, 322, 257, 251, 148, 40, 36]"
1591,72.0,"[403, 388, 364, 66, 61, 0, 0]"
1592,1127.0,"[882, 450, 431, 370, 341, 297, 265, 263, 241, 180, 103, 81, 67, 61, 40, 27, 22, 18, 16, 16, 0, 0]"
1593,298.0,"[720, 387, 364, 288, 253, 242, 97, 61, 48, 0]"
1594,1405.0,"[882, 500, 260, 185, 137, 27, 21, 0]"
1595,135.0,"[612, 405, 124, 61, 16, 0]"
1596,753.0,"[884, 290, 228, 131, 69, 66]"
1597,192.0,"[387, 270, 231, 37, 21]"
1598,880.0,"[882, 315, 274, 97, 78, 61, 41, 40, 16, 0]"
1599,228.0,"[720, 525, 274, 242, 82, 61, 61, 27]"
1600,338.0,"[364, 331, 280, 242, 182, 74, 27, 0]"
1601,136.0,"[720, 525, 364, 116, 61, 60, 32]"
1602,303.0,"[720, 494, 364, 221, 104, 104, 83, 41, 40, 37, 36, 16]"
1603,129.0,"[405, 257]"
1604,483.0,"[902, 575, 446, 274, 57, 0]"
1605,228.0,"[882, 100, 66, 40, 36, 35, 20, 19, 16, 16]"
1606,853.0,"[562, 527, 405, 335, 288, 281, 83, 66, 53, 21, 0]"
1607,191.0,"[405, 322, 200, 61, 53, 0]"
1608,230.0,"[902, 654, 304, 261, 180, 60, 21]"
1609,206.0,"[884, 720, 575, 274, 242, 157, 147, 131, 94, 72, 27, 19, 0]"
1610,191.0,"[882, 458, 304, 147, 97, 77, 72, 60, 43, 37, 35, 27, 23, 21, 0]"
1611,180.0,"[902, 691, 486, 375, 345, 147, 32, 29, 23]"
1612,178.0,"[882, 147, 116, 60, 30, 16]"
1613,139.0,"[882, 347, 341, 251, 100, 71, 62, 60, 30, 21, 16, 0]"
1614,248.0,"[882, 508, 387, 354, 354, 351, 335, 325, 274, 212, 100, 0, 0]"
1615,88.0,"[882, 352, 147, 27, 25, 0]"
1616,117.0,"[882, 274, 133, 93, 60, 40, 36, 23, 21, 0]"
1617,135.0,"[720, 411, 395, 261, 147, 72, 27, 0]"
1618,76.0,"[720, 336, 80, 29, 0]"
1619,180.0,"[720, 553, 407, 42, 27, 0]"
1620,149.0,"[882, 395, 276, 274, 270, 147, 40, 21, 19, 0]"
1621,115.0,"[720, 628, 458, 336, 295, 251, 72, 0]"
1622,118.0,"[486, 405, 354, 335, 274, 212, 80, 72, 0]"
1623,462.0,"[884, 882, 717, 458, 274, 270, 230, 204, 155, 72, 67, 53, 48, 46, 23, 21, 0]"
1624,279.0,"[882, 720, 378, 206, 97, 61, 29]"
1625,383.0,"[720, 673, 274, 251, 157, 115, 97, 72, 5, 0]"
1626,177.0,"[902, 486, 274, 111, 23, 21, 13, 0]"
1627,128.0,"[354, 29, 16]"
1628,166.0,"[80, 52, 40, 16]"
1629,387.0,"[882, 458, 378, 251, 36, 23, 21, 0]"
1630,83.0,"[882, 345, 276, 274, 274, 115, 97, 46]"
1631,359.0,"[407, 364, 339, 282, 251, 223, 209, 180, 149, 100, 40, 20, 18, 16, 0]"
1632,167.0,"[562, 486, 405, 364, 362, 124, 105, 97, 62, 40, 16, 0, 0]"
1633,322.0,"[882, 499, 304, 300, 274, 189, 128, 72, 71, 32, 23, 16]"
1634,290.0,"[902, 251, 97, 91, 60, 21, 18, 0]"
1635,303.0,"[720, 573, 405, 361, 347, 342, 264, 242, 61, 57, 16]"
1636,221.0,"[628, 295, 174, 172, 149, 147, 131, 62, 57, 50, 31, 30, 25, 20, 0]"
1637,19.0,"[692, 484, 458, 111, 97, 56, 21]"
1638,32.0,"[494, 395, 364, 362, 340, 133, 97, 62, 16, 0, 0]"
1639,335.0,"[882, 411, 274, 259, 251, 237, 227, 203, 97, 61, 30, 0]"
